,gender,match,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1
4910,0,0,8.0,9.0,8.0,5.0,8.0,7.0,9.0,8.0,2.0,6.0
4912,0,0,8.0,9.0,8.0,5.0,8.0,7.0,9.0,8.0,2.0,6.0
4916,0,0,8.0,10.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
4918,0,0,8.0,10.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
4926,0,0,7.0,9.0,7.0,9.0,4.0,7.0,7.0,7.0,9.0,7.0
4928,0,0,7.0,9.0,7.0,9.0,4.0,7.0,7.0,7.0,9.0,7.0
4930,0,0,7.0,9.0,7.0,9.0,4.0,7.0,7.0,7.0,9.0,7.0
4934,1,0,5.0,10.0,6.0,6.0,10.0,4.0,6.0,4.0,3.0,8.0
4935,1,1,5.0,10.0,6.0,6.0,10.0,4.0,6.0,4.0,3.0,8.0
4942,1,0,5.0,10.0,6.0,6.0,10.0,4.0,6.0,4.0,3.0,8.0
4946,1,0,7.0,4.0,9.0,7.0,9.0,8.0,6.0,10.0,7.0,8.0
4949,1,0,7.0,4.0,9.0,7.0,9.0,8.0,6.0,10.0,7.0,8.0
4950,1,0,7.0,4.0,9.0,7.0,9.0,8.0,6.0,10.0,7.0,8.0
4951,1,0,7.0,4.0,9.0,7.0,9.0,8.0,6.0,10.0,7.0,8.0
4953,1,0,7.0,4.0,9.0,7.0,9.0,8.0,6.0,10.0,7.0,8.0
4954,1,0,8.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0
4955,1,0,8.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0
4962,1,0,8.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0
4966,1,1,8.0,7.0,8.0,9.0,8.0,8.0,7.0,9.0,9.0,9.0
4969,1,0,8.0,7.0,8.0,9.0,8.0,8.0,7.0,9.0,9.0,9.0
4970,1,0,8.0,7.0,8.0,9.0,8.0,8.0,7.0,9.0,9.0,9.0
4971,1,0,8.0,7.0,8.0,9.0,8.0,8.0,7.0,9.0,9.0,9.0
4973,1,0,8.0,7.0,8.0,9.0,8.0,8.0,7.0,9.0,9.0,9.0
4977,1,0,5.0,9.0,7.0,7.0,9.0,4.0,6.0,6.0,5.0,10.0
4986,1,0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
4989,1,0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
4990,1,0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
4991,1,0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
4993,1,0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
5026,0,0,7.0,9.0,7.0,9.0,9.0,7.0,7.0,6.0,6.0,6.0
5037,0,0,7.0,9.0,7.0,9.0,9.0,7.0,7.0,6.0,6.0,6.0
5039,0,0,7.0,9.0,7.0,9.0,9.0,7.0,7.0,6.0,6.0,6.0
5040,0,0,7.0,9.0,7.0,9.0,9.0,7.0,7.0,6.0,6.0,6.0
5045,0,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
5054,0,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
5060,0,1,4.0,8.0,10.0,6.0,7.0,6.0,7.0,9.0,6.0,8.0
5061,0,1,4.0,8.0,10.0,6.0,7.0,6.0,7.0,9.0,6.0,8.0
5064,0,0,4.0,8.0,10.0,6.0,7.0,6.0,7.0,9.0,6.0,8.0
5065,0,0,4.0,8.0,10.0,6.0,7.0,6.0,7.0,9.0,6.0,8.0
5066,0,0,4.0,8.0,10.0,6.0,7.0,6.0,7.0,9.0,6.0,8.0
5068,0,0,4.0,8.0,10.0,6.0,7.0,6.0,7.0,9.0,6.0,8.0
5069,0,0,4.0,8.0,10.0,6.0,7.0,6.0,7.0,9.0,6.0,8.0
5070,0,0,4.0,8.0,10.0,6.0,7.0,6.0,7.0,9.0,6.0,8.0
5071,0,0,4.0,8.0,10.0,6.0,7.0,6.0,7.0,9.0,6.0,8.0
5074,0,0,4.0,8.0,10.0,6.0,7.0,6.0,7.0,9.0,6.0,8.0
5077,0,0,4.0,8.0,10.0,6.0,7.0,6.0,7.0,9.0,6.0,8.0
5081,0,1,7.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0
5090,0,0,7.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0
5096,0,0,7.0,9.0,9.0,7.0,7.0,6.0,10.0,10.0,7.0,10.0
5097,0,0,7.0,9.0,9.0,7.0,7.0,6.0,10.0,10.0,7.0,10.0
5100,0,0,7.0,9.0,9.0,7.0,7.0,6.0,10.0,10.0,7.0,10.0
5101,0,1,7.0,9.0,9.0,7.0,7.0,6.0,10.0,10.0,7.0,10.0
5102,0,0,7.0,9.0,9.0,7.0,7.0,6.0,10.0,10.0,7.0,10.0
5104,0,1,7.0,9.0,9.0,7.0,7.0,6.0,10.0,10.0,7.0,10.0
5105,0,0,7.0,9.0,9.0,7.0,7.0,6.0,10.0,10.0,7.0,10.0
5106,0,0,7.0,9.0,9.0,7.0,7.0,6.0,10.0,10.0,7.0,10.0
5107,0,0,7.0,9.0,9.0,7.0,7.0,6.0,10.0,10.0,7.0,10.0
5110,0,0,7.0,9.0,9.0,7.0,7.0,6.0,10.0,10.0,7.0,10.0
5113,0,0,7.0,9.0,9.0,7.0,7.0,6.0,10.0,10.0,7.0,10.0
5152,0,1,6.0,10.0,10.0,10.0,10.0,5.0,8.0,8.0,8.0,8.0
5163,0,0,6.0,10.0,10.0,10.0,10.0,5.0,8.0,8.0,8.0,8.0
5165,0,0,6.0,10.0,10.0,10.0,10.0,5.0,8.0,8.0,8.0,8.0
5166,0,0,6.0,10.0,10.0,10.0,10.0,5.0,8.0,8.0,8.0,8.0
5168,0,0,7.0,8.0,9.0,8.0,7.0,8.0,7.0,8.0,9.0,9.0
5169,0,1,7.0,8.0,9.0,8.0,7.0,8.0,7.0,8.0,9.0,9.0
5172,0,0,7.0,8.0,9.0,8.0,7.0,8.0,7.0,8.0,9.0,9.0
5173,0,1,7.0,8.0,9.0,8.0,7.0,8.0,7.0,8.0,9.0,9.0
5174,0,1,7.0,8.0,9.0,8.0,7.0,8.0,7.0,8.0,9.0,9.0
5176,0,0,7.0,8.0,9.0,8.0,7.0,8.0,7.0,8.0,9.0,9.0
5177,0,0,7.0,8.0,9.0,8.0,7.0,8.0,7.0,8.0,9.0,9.0
5178,0,1,7.0,8.0,9.0,8.0,7.0,8.0,7.0,8.0,9.0,9.0
5179,0,1,7.0,8.0,9.0,8.0,7.0,8.0,7.0,8.0,9.0,9.0
5182,0,1,7.0,8.0,9.0,8.0,7.0,8.0,7.0,8.0,9.0,9.0
5185,0,0,7.0,8.0,9.0,8.0,7.0,8.0,7.0,8.0,9.0,9.0
5186,0,0,7.0,10.0,8.0,6.0,8.0,7.0,9.0,7.0,4.0,8.0
5187,0,0,7.0,10.0,8.0,6.0,8.0,7.0,9.0,7.0,4.0,8.0
5190,0,0,7.0,10.0,8.0,6.0,8.0,7.0,9.0,7.0,4.0,8.0
5191,0,1,7.0,10.0,8.0,6.0,8.0,7.0,9.0,7.0,4.0,8.0
5192,0,0,7.0,10.0,8.0,6.0,8.0,7.0,9.0,7.0,4.0,8.0
5194,0,0,7.0,10.0,8.0,6.0,8.0,7.0,9.0,7.0,4.0,8.0
5195,0,0,7.0,10.0,8.0,6.0,8.0,7.0,9.0,7.0,4.0,8.0
5196,0,0,7.0,10.0,8.0,6.0,8.0,7.0,9.0,7.0,4.0,8.0
5197,0,0,7.0,10.0,8.0,6.0,8.0,7.0,9.0,7.0,4.0,8.0
5200,0,0,7.0,10.0,8.0,6.0,8.0,7.0,9.0,7.0,4.0,8.0
5203,0,0,7.0,10.0,8.0,6.0,8.0,7.0,9.0,7.0,4.0,8.0
5206,0,0,8.0,10.0,8.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0
5217,0,0,8.0,10.0,8.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0
5219,0,0,8.0,10.0,8.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0
5220,0,0,8.0,10.0,8.0,7.0,9.0,8.0,8.0,8.0,8.0,8.0
5229,0,0,9.0,10.0,9.0,9.0,8.0,9.0,9.0,9.0,8.0,9.0
5242,0,0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0
5253,0,0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0
5255,0,0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0
5256,0,0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0
5258,0,0,7.0,7.0,8.0,10.0,8.0,7.0,8.0,8.0,10.0,8.0
5259,0,1,7.0,7.0,8.0,10.0,8.0,7.0,8.0,8.0,10.0,8.0
5262,0,1,7.0,7.0,8.0,10.0,8.0,7.0,8.0,8.0,10.0,8.0
5263,0,1,7.0,7.0,8.0,10.0,8.0,7.0,8.0,8.0,10.0,8.0
5264,0,0,7.0,7.0,8.0,10.0,8.0,7.0,8.0,8.0,10.0,8.0
5266,0,1,7.0,7.0,8.0,10.0,8.0,7.0,8.0,8.0,10.0,8.0
5267,0,0,7.0,7.0,8.0,10.0,8.0,7.0,8.0,8.0,10.0,8.0
5268,0,1,7.0,7.0,8.0,10.0,8.0,7.0,8.0,8.0,10.0,8.0
5269,0,1,7.0,7.0,8.0,10.0,8.0,7.0,8.0,8.0,10.0,8.0
5272,0,0,7.0,7.0,8.0,10.0,8.0,7.0,8.0,8.0,10.0,8.0
5275,0,0,7.0,7.0,8.0,10.0,8.0,7.0,8.0,8.0,10.0,8.0
5276,0,0,6.0,10.0,8.0,8.0,8.0,6.0,6.0,7.0,8.0,8.0
5277,0,0,6.0,10.0,8.0,8.0,8.0,6.0,6.0,7.0,8.0,8.0
5280,0,0,6.0,10.0,8.0,8.0,8.0,6.0,6.0,7.0,8.0,8.0
5281,0,1,6.0,10.0,8.0,8.0,8.0,6.0,6.0,7.0,8.0,8.0
5282,0,0,6.0,10.0,8.0,8.0,8.0,6.0,6.0,7.0,8.0,8.0
5284,0,0,6.0,10.0,8.0,8.0,8.0,6.0,6.0,7.0,8.0,8.0
5285,0,0,6.0,10.0,8.0,8.0,8.0,6.0,6.0,7.0,8.0,8.0
5286,0,0,6.0,10.0,8.0,8.0,8.0,6.0,6.0,7.0,8.0,8.0
5287,0,0,6.0,10.0,8.0,8.0,8.0,6.0,6.0,7.0,8.0,8.0
5290,0,0,6.0,10.0,8.0,8.0,8.0,6.0,6.0,7.0,8.0,8.0
5293,0,0,6.0,10.0,8.0,8.0,8.0,6.0,6.0,7.0,8.0,8.0
5294,0,0,7.0,10.0,9.0,8.0,6.0,7.0,10.0,9.0,7.0,9.0
5295,0,0,7.0,10.0,9.0,8.0,6.0,7.0,10.0,9.0,7.0,9.0
5298,0,0,7.0,10.0,9.0,8.0,6.0,7.0,10.0,9.0,7.0,9.0
5299,0,0,7.0,10.0,9.0,8.0,6.0,7.0,10.0,9.0,7.0,9.0
5300,0,1,7.0,10.0,9.0,8.0,6.0,7.0,10.0,9.0,7.0,9.0
5302,0,0,7.0,10.0,9.0,8.0,6.0,7.0,10.0,9.0,7.0,9.0
5303,0,0,7.0,10.0,9.0,8.0,6.0,7.0,10.0,9.0,7.0,9.0
5304,0,0,7.0,10.0,9.0,8.0,6.0,7.0,10.0,9.0,7.0,9.0
5305,0,0,7.0,10.0,9.0,8.0,6.0,7.0,10.0,9.0,7.0,9.0
5308,0,0,7.0,10.0,9.0,8.0,6.0,7.0,10.0,9.0,7.0,9.0
5311,0,0,7.0,10.0,9.0,8.0,6.0,7.0,10.0,9.0,7.0,9.0
5314,0,0,6.0,10.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0
5325,0,1,6.0,10.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0
5327,0,1,6.0,10.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0
5328,0,0,6.0,10.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0
5332,0,0,8.0,7.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,7.0
5343,0,0,8.0,7.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,7.0
5345,0,1,8.0,7.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,7.0
5346,0,0,8.0,7.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,7.0
5348,0,0,7.0,10.0,9.0,2.0,8.0,4.0,8.0,8.0,4.0,2.0
5349,0,1,7.0,10.0,9.0,2.0,8.0,4.0,8.0,8.0,4.0,2.0
5352,0,0,7.0,10.0,9.0,2.0,8.0,4.0,8.0,8.0,4.0,2.0
5353,0,1,7.0,10.0,9.0,2.0,8.0,4.0,8.0,8.0,4.0,2.0
5354,0,0,7.0,10.0,9.0,2.0,8.0,4.0,8.0,8.0,4.0,2.0
5356,0,1,7.0,10.0,9.0,2.0,8.0,4.0,8.0,8.0,4.0,2.0
5357,0,0,7.0,10.0,9.0,2.0,8.0,4.0,8.0,8.0,4.0,2.0
5358,0,0,7.0,10.0,9.0,2.0,8.0,4.0,8.0,8.0,4.0,2.0
5359,0,0,7.0,10.0,9.0,2.0,8.0,4.0,8.0,8.0,4.0,2.0
5362,0,0,7.0,10.0,9.0,2.0,8.0,4.0,8.0,8.0,4.0,2.0
5365,0,0,7.0,10.0,9.0,2.0,8.0,4.0,8.0,8.0,4.0,2.0
5373,0,0,8.0,10.0,8.0,8.0,8.0,8.0,10.0,9.0,8.0,9.0
5386,1,1,7.0,7.0,7.0,5.0,9.0,7.0,7.0,7.0,3.0,3.0
5388,1,0,7.0,7.0,7.0,5.0,9.0,7.0,7.0,7.0,3.0,3.0
5392,1,0,7.0,7.0,7.0,5.0,9.0,7.0,7.0,7.0,3.0,3.0
5393,1,0,7.0,7.0,7.0,5.0,9.0,7.0,7.0,7.0,3.0,3.0
5397,1,0,7.0,7.0,7.0,5.0,9.0,7.0,7.0,7.0,3.0,3.0
5398,1,0,7.0,7.0,7.0,5.0,9.0,7.0,7.0,7.0,3.0,3.0
5399,1,0,7.0,7.0,7.0,5.0,9.0,7.0,7.0,7.0,3.0,3.0
5402,1,0,7.0,7.0,7.0,5.0,9.0,7.0,7.0,7.0,3.0,3.0
5406,1,1,7.0,7.0,8.0,9.0,8.0,7.0,7.0,8.0,10.0,8.0
5408,1,0,7.0,7.0,8.0,9.0,8.0,7.0,7.0,8.0,10.0,8.0
5412,1,1,7.0,7.0,8.0,9.0,8.0,7.0,7.0,8.0,10.0,8.0
5413,1,0,7.0,7.0,8.0,9.0,8.0,7.0,7.0,8.0,10.0,8.0
5417,1,1,7.0,7.0,8.0,9.0,8.0,7.0,7.0,8.0,10.0,8.0
5418,1,0,7.0,7.0,8.0,9.0,8.0,7.0,7.0,8.0,10.0,8.0
5419,1,0,7.0,7.0,8.0,9.0,8.0,7.0,7.0,8.0,10.0,8.0
5422,1,1,7.0,7.0,8.0,9.0,8.0,7.0,7.0,8.0,10.0,8.0
5424,1,0,5.0,7.0,8.0,8.0,3.0,5.0,8.0,7.0,7.0,4.0
5431,1,1,5.0,7.0,8.0,8.0,3.0,5.0,8.0,7.0,7.0,4.0
5434,1,0,5.0,7.0,8.0,8.0,3.0,5.0,8.0,7.0,7.0,4.0
5436,1,0,5.0,7.0,8.0,8.0,3.0,5.0,8.0,7.0,7.0,4.0
5440,1,0,5.0,7.0,8.0,8.0,3.0,5.0,8.0,7.0,7.0,4.0
5441,1,0,5.0,7.0,8.0,8.0,3.0,5.0,8.0,7.0,7.0,4.0
5445,1,0,8.0,8.0,9.0,8.0,9.0,8.0,8.0,9.0,9.0,10.0
5447,1,1,8.0,8.0,9.0,8.0,9.0,8.0,8.0,9.0,9.0,10.0
5466,1,0,8.0,2.0,9.0,9.0,9.0,8.0,7.0,7.0,8.0,7.0
5468,1,0,8.0,2.0,9.0,9.0,9.0,8.0,7.0,7.0,8.0,7.0
5472,1,0,8.0,2.0,9.0,9.0,9.0,8.0,7.0,7.0,8.0,7.0
5473,1,0,8.0,2.0,9.0,9.0,9.0,8.0,7.0,7.0,8.0,7.0
5477,1,1,8.0,2.0,9.0,9.0,9.0,8.0,7.0,7.0,8.0,7.0
5478,1,0,8.0,2.0,9.0,9.0,9.0,8.0,7.0,7.0,8.0,7.0
5479,1,0,8.0,2.0,9.0,9.0,9.0,8.0,7.0,7.0,8.0,7.0
5482,1,0,8.0,2.0,9.0,9.0,9.0,8.0,7.0,7.0,8.0,7.0
5486,1,0,6.0,8.0,8.0,9.0,10.0,5.0,8.0,8.0,10.0,10.0
5488,1,1,6.0,8.0,8.0,9.0,10.0,5.0,8.0,8.0,10.0,10.0
5492,1,1,6.0,8.0,8.0,9.0,10.0,5.0,8.0,8.0,10.0,10.0
5493,1,1,6.0,8.0,8.0,9.0,10.0,5.0,8.0,8.0,10.0,10.0
5497,1,1,6.0,8.0,8.0,9.0,10.0,5.0,8.0,8.0,10.0,10.0
5498,1,1,6.0,8.0,8.0,9.0,10.0,5.0,8.0,8.0,10.0,10.0
5499,1,0,6.0,8.0,8.0,9.0,10.0,5.0,8.0,8.0,10.0,10.0
5502,1,1,6.0,8.0,8.0,9.0,10.0,5.0,8.0,8.0,10.0,10.0
5506,1,0,7.0,7.0,7.0,8.0,5.0,7.0,5.0,6.0,9.0,6.0
5508,1,0,7.0,7.0,7.0,8.0,5.0,7.0,5.0,6.0,9.0,6.0
5512,1,1,7.0,7.0,7.0,8.0,5.0,7.0,5.0,6.0,9.0,6.0
5513,1,0,7.0,7.0,7.0,8.0,5.0,7.0,5.0,6.0,9.0,6.0
5517,1,0,7.0,7.0,7.0,8.0,5.0,7.0,5.0,6.0,9.0,6.0
5518,1,0,7.0,7.0,7.0,8.0,5.0,7.0,5.0,6.0,9.0,6.0
5519,1,1,7.0,7.0,7.0,8.0,5.0,7.0,5.0,6.0,9.0,6.0
5522,1,0,7.0,7.0,7.0,8.0,5.0,7.0,5.0,6.0,9.0,6.0
5535,1,0,6.0,8.0,8.0,8.0,7.0,6.0,7.0,8.0,7.0,8.0
5543,1,0,6.0,8.0,8.0,8.0,7.0,6.0,7.0,8.0,7.0,8.0
5546,1,0,6.0,9.0,10.0,9.0,7.0,6.0,9.0,10.0,9.0,7.0
5548,1,1,6.0,9.0,10.0,9.0,7.0,6.0,9.0,10.0,9.0,7.0
5552,1,0,6.0,9.0,10.0,9.0,7.0,6.0,9.0,10.0,9.0,7.0
5553,1,0,6.0,9.0,10.0,9.0,7.0,6.0,9.0,10.0,9.0,7.0
5557,1,1,6.0,9.0,10.0,9.0,7.0,6.0,9.0,10.0,9.0,7.0
5558,1,0,6.0,9.0,10.0,9.0,7.0,6.0,9.0,10.0,9.0,7.0
5559,1,0,6.0,9.0,10.0,9.0,7.0,6.0,9.0,10.0,9.0,7.0
5562,1,1,6.0,9.0,10.0,9.0,7.0,6.0,9.0,10.0,9.0,7.0
5566,1,0,8.0,6.0,9.0,9.0,9.0,8.0,6.0,9.0,9.0,9.0
5568,1,0,8.0,6.0,9.0,9.0,9.0,8.0,6.0,9.0,9.0,9.0
5572,1,0,8.0,6.0,9.0,9.0,9.0,8.0,6.0,9.0,9.0,9.0
5573,1,0,8.0,6.0,9.0,9.0,9.0,8.0,6.0,9.0,9.0,9.0
5577,1,0,8.0,6.0,9.0,9.0,9.0,8.0,6.0,9.0,9.0,9.0
5578,1,0,8.0,6.0,9.0,9.0,9.0,8.0,6.0,9.0,9.0,9.0
5579,1,0,8.0,6.0,9.0,9.0,9.0,8.0,6.0,9.0,9.0,9.0
5582,1,0,8.0,6.0,9.0,9.0,9.0,8.0,6.0,9.0,9.0,9.0
5586,1,0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
5588,1,0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
5592,1,1,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
5593,1,0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
5597,1,1,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
5598,1,0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
5599,1,0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
5602,1,0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
5606,1,0,7.0,8.0,9.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0
5608,1,0,7.0,8.0,9.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0
5612,1,1,7.0,8.0,9.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0
5613,1,0,7.0,8.0,9.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0
5617,1,1,7.0,8.0,9.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0
5618,1,0,7.0,8.0,9.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0
5619,1,0,7.0,8.0,9.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0
5622,1,0,7.0,8.0,9.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0
5625,1,0,9.0,8.0,9.0,9.0,9.0,9.0,7.0,8.0,10.0,8.0
5627,1,0,9.0,8.0,9.0,9.0,9.0,9.0,7.0,8.0,10.0,8.0
5644,1,0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0
5651,1,0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0
5654,1,0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0
5656,1,0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0
5660,1,1,6.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0
5661,1,0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0
5666,1,0,8.0,9.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0
5668,1,0,8.0,9.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0
5672,1,1,8.0,9.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0
5673,1,0,8.0,9.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0
5677,1,0,8.0,9.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0
5678,1,0,8.0,9.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0
5679,1,0,8.0,9.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0
5682,1,0,8.0,9.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0
5684,1,0,6.0,10.0,9.0,8.0,10.0,6.0,9.0,10.0,8.0,10.0
5691,1,0,6.0,10.0,9.0,8.0,10.0,6.0,9.0,10.0,8.0,10.0
5694,1,0,6.0,10.0,9.0,8.0,10.0,6.0,9.0,10.0,8.0,10.0
5696,1,0,6.0,10.0,9.0,8.0,10.0,6.0,9.0,10.0,8.0,10.0
5700,1,1,6.0,10.0,9.0,8.0,10.0,6.0,9.0,10.0,8.0,10.0
5701,1,1,6.0,10.0,9.0,8.0,10.0,6.0,9.0,10.0,8.0,10.0
5704,1,0,7.0,8.0,7.0,8.0,7.0,7.0,6.0,7.0,8.0,7.0
5711,1,0,7.0,8.0,7.0,8.0,7.0,7.0,6.0,7.0,8.0,7.0
5714,1,0,7.0,8.0,7.0,8.0,7.0,7.0,6.0,7.0,8.0,7.0
5716,1,0,7.0,8.0,7.0,8.0,7.0,7.0,6.0,7.0,8.0,7.0
5720,1,0,7.0,8.0,7.0,8.0,7.0,7.0,6.0,7.0,8.0,7.0
5721,1,0,7.0,8.0,7.0,8.0,7.0,7.0,6.0,7.0,8.0,7.0
5726,1,0,6.0,7.0,9.0,7.0,7.0,6.0,6.0,9.0,8.0,7.0
5728,1,0,6.0,7.0,9.0,7.0,7.0,6.0,6.0,9.0,8.0,7.0
5732,1,0,6.0,7.0,9.0,7.0,7.0,6.0,6.0,9.0,8.0,7.0
5733,1,0,6.0,7.0,9.0,7.0,7.0,6.0,6.0,9.0,8.0,7.0
5737,1,0,6.0,7.0,9.0,7.0,7.0,6.0,6.0,9.0,8.0,7.0
5738,1,0,6.0,7.0,9.0,7.0,7.0,6.0,6.0,9.0,8.0,7.0
5739,1,0,6.0,7.0,9.0,7.0,7.0,6.0,6.0,9.0,8.0,7.0
5742,1,0,6.0,7.0,9.0,7.0,7.0,6.0,6.0,9.0,8.0,7.0
5744,0,0,6.0,9.0,8.0,6.0,9.0,5.0,8.0,8.0,5.0,9.0
5745,0,0,6.0,9.0,8.0,6.0,9.0,5.0,8.0,8.0,5.0,9.0
5746,0,0,6.0,9.0,8.0,6.0,9.0,5.0,8.0,8.0,5.0,9.0
5747,0,1,6.0,9.0,8.0,6.0,9.0,5.0,8.0,8.0,5.0,9.0
5748,0,0,6.0,9.0,8.0,6.0,9.0,5.0,8.0,8.0,5.0,9.0
5750,0,0,6.0,9.0,8.0,6.0,9.0,5.0,8.0,8.0,5.0,9.0
5751,0,0,6.0,9.0,8.0,6.0,9.0,5.0,8.0,8.0,5.0,9.0
5754,0,0,6.0,9.0,8.0,6.0,9.0,5.0,8.0,8.0,5.0,9.0
5756,0,0,6.0,9.0,8.0,6.0,9.0,5.0,8.0,8.0,5.0,9.0
5757,0,0,6.0,9.0,8.0,6.0,9.0,5.0,8.0,8.0,5.0,9.0
5758,0,0,6.0,9.0,8.0,6.0,9.0,5.0,8.0,8.0,5.0,9.0
5759,0,0,6.0,9.0,8.0,6.0,9.0,5.0,8.0,8.0,5.0,9.0
5760,0,0,6.0,9.0,8.0,6.0,9.0,5.0,8.0,8.0,5.0,9.0
5761,0,0,6.0,9.0,8.0,6.0,9.0,5.0,8.0,8.0,5.0,9.0
5762,0,0,6.0,9.0,8.0,6.0,9.0,5.0,8.0,8.0,5.0,9.0
5771,0,0,4.0,7.0,9.0,9.0,9.0,3.0,7.0,9.0,9.0,9.0
5782,0,0,7.0,7.0,9.0,10.0,8.0,7.0,8.0,8.0,9.0,9.0
5783,0,0,7.0,7.0,9.0,10.0,8.0,7.0,8.0,8.0,9.0,9.0
5784,0,0,7.0,7.0,9.0,10.0,8.0,7.0,8.0,8.0,9.0,9.0
5785,0,0,7.0,7.0,9.0,10.0,8.0,7.0,8.0,8.0,9.0,9.0
5786,0,0,7.0,7.0,9.0,10.0,8.0,7.0,8.0,8.0,9.0,9.0
5788,0,0,7.0,7.0,9.0,10.0,8.0,7.0,8.0,8.0,9.0,9.0
5789,0,0,7.0,7.0,9.0,10.0,8.0,7.0,8.0,8.0,9.0,9.0
5792,0,0,7.0,7.0,9.0,10.0,8.0,7.0,8.0,8.0,9.0,9.0
5794,0,1,7.0,7.0,9.0,10.0,8.0,7.0,8.0,8.0,9.0,9.0
5795,0,0,7.0,7.0,9.0,10.0,8.0,7.0,8.0,8.0,9.0,9.0
5796,0,0,7.0,7.0,9.0,10.0,8.0,7.0,8.0,8.0,9.0,9.0
5797,0,0,7.0,7.0,9.0,10.0,8.0,7.0,8.0,8.0,9.0,9.0
5798,0,0,7.0,7.0,9.0,10.0,8.0,7.0,8.0,8.0,9.0,9.0
5799,0,1,7.0,7.0,9.0,10.0,8.0,7.0,8.0,8.0,9.0,9.0
5800,0,0,7.0,7.0,9.0,10.0,8.0,7.0,8.0,8.0,9.0,9.0
