,iid,gender,match,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,tmp_att,tmp_sin,tmp_int,tmp_fun,tmp_amb,tmp_sha,tmp2_attr,tmp2_sinc,tmp2_intel,tmp2_fun,tmp2_amb,tmp2_shar,tmp2_like,condtn,round,int_corr,age_o,age,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1
42,222,1.0,0.0,4.0,9.0,9.0,7.0,4.0,9.52,19.05,23.81,19.05,4.76,23.81,2.5,7.666666666666667,8.583333333333334,3.6666666666666665,6.166666666666667,4.166666666666667,4.333333333333333,2.0,20.0,0.1341666666666666,27.0,25.33333333333333,16.459166666666665,17.21,18.750833333333333,17.42833333333333,16.25166666666667,13.9,8.0,7.666666666666667,7.166666666666667,8.25,7.416666666666667,7.0,22.8225,15.540833333333332,13.524166666666666,20.1125,11.9225,16.0825,7.0,8.0,8.0,8.0,8.0
43,223,1.0,0.0,7.0,8.0,9.0,7.0,6.0,17.39,17.39,19.57,19.57,10.87,15.22,5.25,8.666666666666666,8.416666666666666,5.5,7.916666666666667,6.166666666666667,6.5,2.0,20.0,0.12,28.0,25.33333333333333,16.459166666666665,17.21,18.750833333333333,17.42833333333333,16.25166666666667,13.9,8.0,7.666666666666667,7.166666666666667,8.25,7.416666666666667,7.0,22.8225,15.540833333333332,13.524166666666666,20.1125,11.9225,16.0825,7.0,8.0,8.0,8.0,8.0
44,224,1.0,8.33333333333333,8.0,10.0,8.0,8.0,8.0,17.24,17.24,17.24,17.24,13.79,17.24,5.666666666666667,8.583333333333334,9.0,6.083333333333333,8.0,5.916666666666667,5.916666666666667,2.0,20.0,0.1391666666666666,32.0,25.33333333333333,16.459166666666665,17.21,18.750833333333333,17.42833333333333,16.25166666666667,13.9,8.0,7.666666666666667,7.166666666666667,8.25,7.416666666666667,7.0,22.8225,15.540833333333332,13.524166666666666,20.1125,11.9225,16.0825,7.0,8.0,8.0,8.0,8.0
45,225,1.0,0.0,5.0,9.0,6.0,7.0,7.0,14.71,14.71,14.71,14.71,20.59,20.59,7.5,7.5,8.0,7.0,8.0,6.0,6.5,2.0,20.0,0.05,28.0,26.0,14.905,17.805,17.805,16.784999999999997,17.805,14.905,9.0,8.0,8.0,9.5,8.0,7.5,20.34,16.59,15.68,20.34,13.525,13.525,7.0,8.0,8.0,8.0,8.0
46,226,1.0,16.66666666666666,10.0,10.0,10.0,10.0,10.0,25.64,17.95,15.38,20.51,10.26,10.26,9.25,8.166666666666666,8.0,8.25,8.333333333333334,6.666666666666667,8.0,2.0,20.0,0.2475,23.0,25.33333333333333,16.459166666666665,17.21,18.750833333333333,17.42833333333333,16.25166666666667,13.9,8.0,7.666666666666667,7.166666666666667,8.25,7.416666666666667,7.0,22.8225,15.540833333333332,13.524166666666666,20.1125,11.9225,16.0825,7.0,8.0,8.0,8.0,8.0
47,227,1.0,8.33333333333333,7.0,10.0,10.0,8.0,10.0,20.0,16.0,18.0,16.0,16.0,14.0,6.833333333333333,7.416666666666667,7.083333333333333,7.0,7.583333333333333,5.333333333333333,6.5,2.0,20.0,0.305,26.0,25.33333333333333,16.459166666666665,17.21,18.750833333333333,17.42833333333333,16.25166666666667,13.9,8.0,7.666666666666667,7.166666666666667,8.25,7.416666666666667,7.0,22.8225,15.540833333333332,13.524166666666666,20.1125,11.9225,16.0825,7.0,8.0,8.0,8.0,8.0
48,228,1.0,0.0,5.0,8.0,7.0,4.0,8.0,13.51,18.92,21.62,13.51,13.51,18.92,5.0,6.5,5.5,5.0,7.5,5.5,3.5,2.0,20.0,0.27,24.0,24.0,16.515,18.44,17.479999999999997,17.46,12.655,17.46,8.5,8.5,8.0,8.0,8.0,8.0,22.195,18.35,14.745,16.025000000000002,14.98,13.7,7.0,8.0,8.0,8.0,8.0
49,229,1.0,25.0,8.0,7.0,10.0,5.0,10.0,21.43,16.67,21.43,16.67,11.9,11.9,7.583333333333333,7.416666666666667,8.5,7.5,8.5,5.916666666666667,6.833333333333333,2.0,20.0,0.2891666666666667,28.0,25.33333333333333,16.459166666666665,17.21,18.750833333333333,17.42833333333333,16.25166666666667,13.9,8.0,7.666666666666667,7.166666666666667,8.25,7.416666666666667,7.0,22.8225,15.540833333333332,13.524166666666666,20.1125,11.9225,16.0825,7.0,8.0,8.0,8.0,8.0
50,230,1.0,16.66666666666666,6.0,6.0,6.0,6.0,6.0,23.81,23.81,23.81,23.81,2.38,2.38,5.666666666666667,7.5,6.833333333333333,6.75,7.333333333333333,5.333333333333333,5.208333333333333,2.0,20.0,-0.0141666666666666,42.0,25.33333333333333,16.459166666666665,17.21,18.750833333333333,17.42833333333333,16.25166666666667,13.9,8.0,7.666666666666667,7.166666666666667,8.25,7.416666666666667,7.0,22.8225,15.540833333333332,13.524166666666666,20.1125,11.9225,16.0825,7.0,8.0,8.0,8.0,8.0
51,231,1.0,50.0,8.0,8.0,9.0,8.0,3.0,18.6,20.93,23.26,23.26,2.33,11.63,6.5,8.5,8.5,9.0,7.5,7.0,7.5,2.0,20.0,0.375,30.0,26.0,14.905,17.805,17.805,16.784999999999997,17.805,14.905,9.0,8.0,8.0,9.5,8.0,7.5,20.34,16.59,15.68,20.34,13.525,13.525,7.0,8.0,8.0,8.0,8.0
52,232,1.0,0.0,8.0,8.0,8.0,8.0,6.0,17.78,17.78,17.78,17.78,13.33,15.56,4.75,8.166666666666666,7.833333333333333,5.0,7.166666666666667,5.666666666666667,5.083333333333333,2.0,20.0,0.1516666666666666,31.0,25.33333333333333,16.459166666666665,17.21,18.750833333333333,17.42833333333333,16.25166666666667,13.9,8.0,7.666666666666667,7.166666666666667,8.25,7.416666666666667,7.0,22.8225,15.540833333333332,13.524166666666666,20.1125,11.9225,16.0825,7.0,8.0,8.0,8.0,8.0
53,233,1.0,0.0,7.0,8.0,7.0,8.0,8.0,14.0,20.0,18.0,16.0,14.0,18.0,3.0,7.0,6.5,5.0,6.5,7.0,4.5,2.0,20.0,0.255,29.0,24.0,16.515,18.44,17.479999999999997,17.46,12.655,17.46,8.5,8.5,8.0,8.0,8.0,8.0,22.195,18.35,14.745,16.025000000000002,14.98,13.7,7.0,8.0,8.0,8.0,8.0
54,234,0.0,0.0,7.0,7.0,8.0,8.0,10.0,20.0,20.0,20.0,10.0,10.0,20.0,6.75,8.5,7.5,7.0,7.5,5.5,7.0,1.0,9.0,0.2674999999999999,22.0,29.5,21.5,19.0,18.5,18.5,12.25,10.25,32.5,12.5,15.0,21.25,6.25,13.75,17.0,17.5,22.5,17.5,17.5,8.0,7.5,9.0,9.0,8.5,8.5
55,235,0.0,25.0,6.0,9.0,8.0,9.0,9.0,15.0,15.0,20.0,20.0,20.0,10.0,7.5,6.5,6.5,6.5,6.5,4.75,6.0,1.0,9.0,0.3025,23.0,28.0,23.25,17.5,20.0,16.25,8.75,14.25,35.0,11.25,10.5,24.5,7.5,11.25,26.25,15.25,10.25,22.0,16.25,10.0,6.75,7.75,8.5,6.75,6.25
56,236,0.0,0.0,7.0,9.0,8.0,10.0,8.0,15.0,20.0,15.0,20.0,15.0,15.0,7.0,7.0,5.0,3.0,7.0,3.0,3.0,1.0,9.0,-0.14,24.0,25.0,20.0,30.0,10.0,15.0,0.0,25.0,35.0,20.0,5.0,25.0,0.0,15.0,30.0,12.0,20.0,23.0,5.0,10.0,3.0,8.0,6.0,2.0,3.0
57,237,0.0,0.0,8.0,10.0,8.0,7.0,8.0,10.0,20.0,20.0,20.0,20.0,10.0,4.75,7.25,7.0,5.5,6.0,4.5,5.25,1.0,9.0,0.415,34.0,28.0,23.25,17.5,20.0,16.25,8.75,14.25,35.0,11.25,10.5,24.5,7.5,11.25,26.25,15.25,10.25,22.0,16.25,10.0,6.75,7.75,8.5,6.75,6.25
58,238,0.0,25.0,10.0,9.0,9.0,10.0,8.0,15.0,20.0,20.0,15.0,15.0,15.0,6.5,7.0,6.75,6.5,7.5,5.5,6.5,1.0,9.0,0.295,27.0,28.0,23.25,17.5,20.0,16.25,8.75,14.25,35.0,11.25,10.5,24.5,7.5,11.25,26.25,15.25,10.25,22.0,16.25,10.0,6.75,7.75,8.5,6.75,6.25
59,239,0.0,25.0,7.0,9.0,9.0,7.0,4.0,10.0,25.0,20.0,20.0,5.0,20.0,5.75,7.5,7.5,5.0,6.75,4.5,5.5,1.0,9.0,0.5,34.0,28.0,23.25,17.5,20.0,16.25,8.75,14.25,35.0,11.25,10.5,24.5,7.5,11.25,26.25,15.25,10.25,22.0,16.25,10.0,6.75,7.75,8.5,6.75,6.25
60,240,0.0,0.0,3.0,8.0,3.0,5.0,6.0,10.0,30.0,30.0,10.0,10.0,10.0,6.0,6.0,4.0,8.0,3.0,4.0,7.0,1.0,9.0,-0.06,26.0,25.0,20.0,30.0,10.0,15.0,0.0,25.0,35.0,20.0,5.0,25.0,0.0,15.0,30.0,12.0,20.0,23.0,5.0,10.0,3.0,8.0,6.0,2.0,3.0
61,241,0.0,0.0,8.0,10.0,8.0,8.0,8.0,90.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,5.0,5.0,4.0,3.0,5.0,1.0,9.0,-0.15,29.0,25.0,20.0,30.0,10.0,15.0,0.0,25.0,35.0,20.0,5.0,25.0,0.0,15.0,30.0,12.0,20.0,23.0,5.0,10.0,3.0,8.0,6.0,2.0,3.0
62,243,1.0,25.0,7.0,9.0,9.0,8.0,5.0,20.0,20.0,20.0,25.0,5.0,10.0,6.25,6.25,7.0,5.25,5.25,5.0,5.5,1.0,9.0,0.3175,27.0,29.5,12.5,20.0,20.0,18.75,15.0,13.75,27.5,12.5,15.0,20.0,12.5,12.5,31.25,11.25,12.5,25.0,7.5,12.5,7.5,9.5,8.75,8.0,8.75
63,244,1.0,25.0,7.0,10.0,10.0,7.0,10.0,20.0,20.0,20.0,10.0,10.0,20.0,7.0,7.5,7.0,6.75,7.75,6.5,6.5,1.0,9.0,0.395,28.0,29.5,12.5,20.0,20.0,18.75,15.0,13.75,27.5,12.5,15.0,20.0,12.5,12.5,31.25,11.25,12.5,25.0,7.5,12.5,7.5,9.5,8.75,8.0,8.75
64,245,1.0,25.0,5.0,7.0,8.0,6.0,7.0,18.0,10.0,30.0,10.0,10.0,22.0,5.75,7.25,9.0,7.25,8.75,6.0,6.25,1.0,9.0,0.385,32.0,29.5,12.5,20.0,20.0,18.75,15.0,13.75,27.5,12.5,15.0,20.0,12.5,12.5,31.25,11.25,12.5,25.0,7.5,12.5,7.5,9.5,8.75,8.0,8.75
65,246,1.0,0.0,7.0,8.0,7.0,6.0,6.0,35.0,20.0,10.0,20.0,10.0,5.0,4.25,7.75,6.5,5.5,5.5,4.5,5.0,1.0,9.0,0.415,25.0,29.5,12.5,20.0,20.0,18.75,15.0,13.75,27.5,12.5,15.0,20.0,12.5,12.5,31.25,11.25,12.5,25.0,7.5,12.5,7.5,9.5,8.75,8.0,8.75
66,247,1.0,0.0,5.0,10.0,8.0,2.0,4.0,20.0,30.0,10.0,15.0,0.0,25.0,4.0,7.333333333333333,7.333333333333333,5.666666666666667,6.666666666666667,4.333333333333333,6.0,1.0,9.0,-0.1166666666666666,25.0,26.33333333333333,38.333333333333336,17.333333333333332,15.666666666666666,10.666666666666666,9.0,9.0,26.666666666666668,18.33333333333333,13.333333333333334,18.33333333333333,11.666666666666666,11.666666666666666,53.333333333333336,6.666666666666667,7.333333333333333,19.33333333333333,6.666666666666667,8.333333333333334,6.333333333333333,8.0,6.333333333333333,7.0,7.0
67,248,1.0,0.0,5.0,6.0,8.0,8.0,8.0,25.0,15.0,20.0,20.0,15.0,5.0,5.0,6.0,6.0,8.0,6.0,2.0,6.0,1.0,9.0,0.23,27.0,22.0,20.0,20.0,20.0,10.0,10.0,20.0,10.0,20.0,20.0,20.0,15.0,15.0,75.0,1.0,1.0,3.0,10.0,10.0,9.0,6.0,9.0,6.0,10.0
68,249,1.0,0.0,7.0,9.0,10.0,7.0,7.0,22.0,22.0,15.0,15.0,5.0,21.0,4.0,8.0,7.0,8.0,9.0,8.0,7.0,1.0,9.0,0.3,33.0,22.0,20.0,20.0,20.0,10.0,10.0,20.0,10.0,20.0,20.0,20.0,15.0,15.0,75.0,1.0,1.0,3.0,10.0,10.0,9.0,6.0,9.0,6.0,10.0
69,250,1.0,0.0,10.0,9.0,10.0,9.0,10.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,5.0,8.0,5.0,8.0,7.0,5.0,1.0,9.0,0.66,25.0,22.0,20.0,20.0,20.0,10.0,10.0,20.0,10.0,20.0,20.0,20.0,15.0,15.0,75.0,1.0,1.0,3.0,10.0,10.0,9.0,6.0,9.0,6.0,10.0
70,251,1.0,0.0,8.0,10.0,10.0,9.0,9.0,19.0,19.0,19.0,19.0,19.0,5.0,5.0,8.0,7.0,4.0,7.0,5.0,6.0,1.0,9.0,-0.12,33.0,22.0,20.0,20.0,20.0,10.0,10.0,20.0,10.0,20.0,20.0,20.0,15.0,15.0,75.0,1.0,1.0,3.0,10.0,10.0,9.0,6.0,9.0,6.0,10.0
71,252,0.0,50.0,9.0,9.0,9.0,9.0,10.0,0.0,25.0,25.0,25.0,25.0,0.0,7.5,8.5,7.5,8.5,7.5,7.5,8.5,2.0,21.0,0.47,28.0,26.0,26.5,14.0,20.5,19.0,10.0,10.0,35.0,10.0,12.5,25.0,10.0,7.5,12.5,17.5,22.5,20.0,20.0,7.5,7.0,8.5,9.0,8.5,8.5
72,253,0.0,0.0,8.0,10.0,8.0,9.0,7.0,25.0,30.0,10.0,10.0,5.0,20.0,3.5,5.5,5.75,4.75,5.5,3.75,3.75,2.0,21.0,0.0475,33.0,26.0,31.25,25.0,10.0,12.5,7.25,14.0,38.75,12.5,12.5,18.75,6.25,11.25,27.0,16.25,18.75,17.5,10.5,10.0,6.5,7.75,8.0,6.75,9.25
73,254,0.0,0.0,8.0,7.0,10.0,8.0,8.0,25.0,7.0,25.0,25.0,8.0,10.0,5.083333333333333,6.083333333333333,7.666666666666667,5.75,6.583333333333333,5.0,5.0,2.0,21.0,0.45,22.0,26.666666666666668,26.75,17.166666666666668,22.0,16.0,7.666666666666667,10.416666666666666,31.0,13.833333333333334,13.583333333333334,17.916666666666668,8.5,15.166666666666666,23.916666666666668,11.75,16.583333333333332,18.0,19.666666666666668,10.083333333333334,5.75,6.916666666666667,8.416666666666666,5.916666666666667,7.166666666666667
74,255,0.0,0.0,6.0,8.0,7.0,6.0,6.0,16.67,16.67,16.67,16.67,16.67,16.67,7.0,7.25,7.25,6.25,7.25,6.75,6.5,2.0,21.0,-0.065,26.0,26.0,31.25,25.0,10.0,12.5,7.25,14.0,38.75,12.5,12.5,18.75,6.25,11.25,27.0,16.25,18.75,17.5,10.5,10.0,6.5,7.75,8.0,6.75,9.25
75,256,0.0,25.0,6.0,9.0,8.0,6.0,6.0,15.0,25.0,20.0,20.0,10.0,10.0,6.5,8.0,7.75,7.5,6.75,6.75,6.25,2.0,21.0,-0.0924999999999999,24.0,26.0,31.25,25.0,10.0,12.5,7.25,14.0,38.75,12.5,12.5,18.75,6.25,11.25,27.0,16.25,18.75,17.5,10.5,10.0,6.5,7.75,8.0,6.75,9.25
76,257,0.0,0.0,7.0,9.0,9.0,7.0,10.0,22.0,14.0,30.0,10.0,14.0,10.0,6.25,6.25,6.25,5.916666666666667,5.916666666666667,5.833333333333333,5.666666666666667,2.0,21.0,0.6333333333333333,24.0,26.666666666666668,26.75,17.166666666666668,22.0,16.0,7.666666666666667,10.416666666666666,31.0,13.833333333333334,13.583333333333334,17.916666666666668,8.5,15.166666666666666,23.916666666666668,11.75,16.583333333333332,18.0,19.666666666666668,10.083333333333334,5.75,6.916666666666667,8.416666666666666,5.916666666666667,7.166666666666667
77,258,0.0,0.0,6.0,10.0,9.0,8.0,5.0,7.0,35.0,20.0,20.0,5.0,13.0,7.0,7.0,7.0,7.0,7.0,7.0,6.5,2.0,21.0,-0.17,25.0,24.0,20.0,20.0,25.0,25.0,5.0,5.0,20.0,20.0,25.0,25.0,5.0,5.0,20.0,20.0,25.0,25.0,5.0,5.0,8.0,10.0,10.0,8.0,10.0
78,259,0.0,8.33333333333333,7.0,9.0,8.0,8.0,9.0,15.0,18.0,19.0,19.0,17.0,12.0,6.166666666666667,5.583333333333333,7.25,5.833333333333333,7.083333333333333,6.0,5.583333333333333,2.0,21.0,0.4375,25.0,26.666666666666668,26.75,17.166666666666668,22.0,16.0,7.666666666666667,10.416666666666666,31.0,13.833333333333334,13.583333333333334,17.916666666666668,8.5,15.166666666666666,23.916666666666668,11.75,16.583333333333332,18.0,19.666666666666668,10.083333333333334,5.75,6.916666666666667,8.416666666666666,5.916666666666667,7.166666666666667
79,260,0.0,25.0,6.0,9.0,9.0,7.0,6.0,19.0,20.0,19.0,14.0,13.0,15.0,6.25,6.5,6.75,5.25,6.0,5.5,5.75,2.0,21.0,0.3925,27.0,26.0,31.25,25.0,10.0,12.5,7.25,14.0,38.75,12.5,12.5,18.75,6.25,11.25,27.0,16.25,18.75,17.5,10.5,10.0,6.5,7.75,8.0,6.75,9.25
80,261,0.0,25.0,5.0,8.0,7.0,7.0,8.0,15.0,20.0,20.0,20.0,15.0,10.0,5.0,5.25,6.25,4.75,6.0,5.25,5.25,2.0,21.0,0.1625,26.0,26.0,31.25,25.0,10.0,12.5,7.25,14.0,38.75,12.5,12.5,18.75,6.25,11.25,27.0,16.25,18.75,17.5,10.5,10.0,6.5,7.75,8.0,6.75,9.25
81,262,0.0,0.0,6.0,10.0,9.0,5.0,3.0,10.0,40.0,20.0,20.0,0.0,10.0,4.583333333333333,6.75,7.25,5.5,6.5,4.833333333333333,5.583333333333333,2.0,21.0,0.3466666666666667,29.0,26.666666666666668,26.75,17.166666666666668,22.0,16.0,7.666666666666667,10.416666666666666,31.0,13.833333333333334,13.583333333333334,17.916666666666668,8.5,15.166666666666666,23.916666666666668,11.75,16.583333333333332,18.0,19.666666666666668,10.083333333333334,5.75,6.916666666666667,8.416666666666666,5.916666666666667,7.166666666666667
82,263,0.0,100.0,8.0,8.0,8.0,8.0,5.0,20.0,20.0,20.0,10.0,20.0,10.0,7.0,9.0,9.0,8.0,7.5,7.0,7.5,2.0,21.0,-0.32,26.0,25.5,22.5,16.5,20.0,18.5,10.0,12.5,27.5,14.0,16.0,15.0,15.0,12.5,17.5,18.0,21.0,12.5,17.5,13.5,8.5,8.5,9.5,7.5,9.5
83,264,0.0,16.66666666666666,8.0,7.0,9.0,8.0,5.0,15.0,15.0,25.0,20.0,5.0,20.0,5.5,6.166666666666667,6.75,5.75,5.75,5.0,5.416666666666667,2.0,21.0,0.4616666666666666,26.0,26.666666666666668,26.75,17.166666666666668,22.0,16.0,7.666666666666667,10.416666666666666,31.0,13.833333333333334,13.583333333333334,17.916666666666668,8.5,15.166666666666666,23.916666666666668,11.75,16.583333333333332,18.0,19.666666666666668,10.083333333333334,5.75,6.916666666666667,8.416666666666666,5.916666666666667,7.166666666666667
84,265,0.0,8.33333333333333,7.0,9.0,10.0,7.0,10.0,15.0,5.0,45.0,10.0,15.0,10.0,4.666666666666667,6.25,7.333333333333333,3.9166666666666665,5.416666666666667,4.75,4.75,2.0,21.0,0.2775,32.0,26.666666666666668,26.75,17.166666666666668,22.0,16.0,7.666666666666667,10.416666666666666,31.0,13.833333333333334,13.583333333333334,17.916666666666668,8.5,15.166666666666666,23.916666666666668,11.75,16.583333333333332,18.0,19.666666666666668,10.083333333333334,5.75,6.916666666666667,8.416666666666666,5.916666666666667,7.166666666666667
85,266,0.0,8.33333333333333,8.0,8.0,7.0,7.0,4.0,25.0,20.0,20.0,25.0,0.0,10.0,7.25,7.416666666666667,7.666666666666667,6.916666666666667,6.416666666666667,5.916666666666667,6.791666666666667,2.0,21.0,0.4791666666666667,28.0,26.666666666666668,26.75,17.166666666666668,22.0,16.0,7.666666666666667,10.416666666666666,31.0,13.833333333333334,13.583333333333334,17.916666666666668,8.5,15.166666666666666,23.916666666666668,11.75,16.583333333333332,18.0,19.666666666666668,10.083333333333334,5.75,6.916666666666667,8.416666666666666,5.916666666666667,7.166666666666667
86,267,0.0,0.0,7.0,6.0,7.0,5.0,7.0,20.0,30.0,10.0,15.0,10.0,15.0,6.75,7.25,6.75,6.5,5.75,6.0,5.5,2.0,21.0,-0.2475,26.0,26.0,31.25,25.0,10.0,12.5,7.25,14.0,38.75,12.5,12.5,18.75,6.25,11.25,27.0,16.25,18.75,17.5,10.5,10.0,6.5,7.75,8.0,6.75,9.25
87,268,0.0,100.0,9.0,9.0,9.0,8.0,9.0,30.0,20.0,20.0,10.0,15.0,5.0,8.5,8.5,9.0,7.0,8.0,8.0,8.5,2.0,21.0,-0.08,24.0,26.0,26.5,14.0,20.5,19.0,10.0,10.0,35.0,10.0,12.5,25.0,10.0,7.5,12.5,17.5,22.5,20.0,20.0,7.5,7.0,8.5,9.0,8.5,8.5
88,269,0.0,16.66666666666666,8.0,8.0,8.0,6.0,7.0,20.0,10.0,30.0,15.0,15.0,10.0,7.25,7.5,7.75,6.833333333333333,7.083333333333333,5.583333333333333,7.083333333333333,2.0,21.0,0.5325,24.0,26.666666666666668,26.75,17.166666666666668,22.0,16.0,7.666666666666667,10.416666666666666,31.0,13.833333333333334,13.583333333333334,17.916666666666668,8.5,15.166666666666666,23.916666666666668,11.75,16.583333333333332,18.0,19.666666666666668,10.083333333333334,5.75,6.916666666666667,8.416666666666666,5.916666666666667,7.166666666666667
89,270,0.0,0.0,5.0,4.0,8.0,7.0,6.0,16.0,16.0,19.0,17.0,14.0,18.0,5.75,6.25,7.75,6.0,6.25,6.5,6.0,2.0,21.0,0.3299999999999999,23.0,26.0,31.25,25.0,10.0,12.5,7.25,14.0,38.75,12.5,12.5,18.75,6.25,11.25,27.0,16.25,18.75,17.5,10.5,10.0,6.5,7.75,8.0,6.75,9.25
90,271,0.0,0.0,9.0,10.0,9.0,10.0,10.0,10.0,15.0,40.0,15.0,10.0,10.0,6.083333333333333,5.75,5.916666666666667,5.666666666666667,5.916666666666667,4.5,4.916666666666667,2.0,21.0,0.2258333333333333,23.0,26.666666666666668,26.75,17.166666666666668,22.0,16.0,7.666666666666667,10.416666666666666,31.0,13.833333333333334,13.583333333333334,17.916666666666668,8.5,15.166666666666666,23.916666666666668,11.75,16.583333333333332,18.0,19.666666666666668,10.083333333333334,5.75,6.916666666666667,8.416666666666666,5.916666666666667,7.166666666666667
91,272,0.0,0.0,9.0,10.0,9.0,10.0,10.0,25.0,20.0,25.0,25.0,5.0,0.0,7.333333333333333,6.333333333333333,5.916666666666667,6.0,6.333333333333333,4.916666666666667,6.083333333333333,2.0,21.0,0.1674999999999999,25.0,26.666666666666668,26.75,17.166666666666668,22.0,16.0,7.666666666666667,10.416666666666666,31.0,13.833333333333334,13.583333333333334,17.916666666666668,8.5,15.166666666666666,23.916666666666668,11.75,16.583333333333332,18.0,19.666666666666668,10.083333333333334,5.75,6.916666666666667,8.416666666666666,5.916666666666667,7.166666666666667
92,273,1.0,0.0,7.0,10.0,7.0,5.0,7.0,30.0,25.0,18.0,18.0,4.0,5.0,5.7,6.8,7.5,5.3,6.7,4.7,5.3,2.0,21.0,0.415,29.0,25.8,18.2,16.4,27.9,18.4,8.9,10.2,30.7,10.4,15.8,18.5,12.0,12.6,35.4,11.8,13.1,19.3,8.0,11.9,7.2,8.1,8.7,7.1,7.9
93,274,1.0,100.0,7.0,7.0,9.0,10.0,9.0,30.0,10.0,20.0,20.0,10.0,10.0,6.0,6.0,6.5,7.0,7.0,7.0,7.0,2.0,21.0,0.1249999999999999,24.0,26.0,15.0,22.5,22.5,17.5,20.0,2.5,30.0,17.5,12.5,22.5,5.0,12.5,25.0,7.5,17.5,20.0,15.0,15.0,9.0,9.0,8.0,7.0,7.5
94,275,1.0,0.0,10.0,7.0,10.0,6.0,10.0,25.0,10.0,25.0,5.0,10.0,25.0,6.3,5.7,7.1,5.0,6.8,5.1,4.7,2.0,21.0,0.4,21.0,25.8,18.2,16.4,27.9,18.4,8.9,10.2,30.7,10.4,15.8,18.5,12.0,12.6,35.4,11.8,13.1,19.3,8.0,11.9,7.2,8.1,8.7,7.1,7.9
95,276,1.0,0.0,7.0,6.0,10.0,7.0,8.0,24.0,16.0,28.0,14.0,8.0,10.0,5.6,5.8,7.5,5.9,5.9,4.7,6.4,2.0,21.0,0.5599999999999999,26.0,25.8,18.2,16.4,27.9,18.4,8.9,10.2,30.7,10.4,15.8,18.5,12.0,12.6,35.4,11.8,13.1,19.3,8.0,11.9,7.2,8.1,8.7,7.1,7.9
96,277,1.0,10.0,4.0,8.0,8.0,8.0,5.0,60.0,20.0,0.0,20.0,0.0,0.0,6.5,6.0,7.3,6.4,6.0,6.0,7.0,2.0,21.0,0.3399999999999999,25.0,25.8,18.2,16.4,27.9,18.4,8.9,10.2,30.7,10.4,15.8,18.5,12.0,12.6,35.4,11.8,13.1,19.3,8.0,11.9,7.2,8.1,8.7,7.1,7.9
97,278,1.0,0.0,8.0,8.0,8.0,8.0,8.0,25.0,15.0,20.0,25.0,10.0,5.0,4.5,6.2,7.6,5.2,6.5,3.8,5.4,2.0,21.0,0.479,32.0,25.8,18.2,16.4,27.9,18.4,8.9,10.2,30.7,10.4,15.8,18.5,12.0,12.6,35.4,11.8,13.1,19.3,8.0,11.9,7.2,8.1,8.7,7.1,7.9
98,279,1.0,20.0,8.0,9.0,10.0,6.0,7.0,27.0,15.0,28.0,10.0,10.0,10.0,7.0,6.5,7.6,6.3,6.7,4.7,6.7,2.0,21.0,0.271,25.0,25.8,18.2,16.4,27.9,18.4,8.9,10.2,30.7,10.4,15.8,18.5,12.0,12.6,35.4,11.8,13.1,19.3,8.0,11.9,7.2,8.1,8.7,7.1,7.9
99,280,1.0,10.0,5.0,9.0,8.0,5.0,6.0,25.0,20.0,30.0,15.0,5.0,5.0,4.7,6.5,8.1,4.8,6.0,5.3,5.4,2.0,21.0,0.482,25.0,25.8,18.2,16.4,27.9,18.4,8.9,10.2,30.7,10.4,15.8,18.5,12.0,12.6,35.4,11.8,13.1,19.3,8.0,11.9,7.2,8.1,8.7,7.1,7.9
100,281,1.0,10.0,7.0,8.0,8.0,6.0,5.0,20.0,20.0,20.0,15.0,5.0,20.0,5.6,5.7,7.5,4.2,6.5,5.1,5.2,2.0,21.0,0.413,27.0,25.8,18.2,16.4,27.9,18.4,8.9,10.2,30.7,10.4,15.8,18.5,12.0,12.6,35.4,11.8,13.1,19.3,8.0,11.9,7.2,8.1,8.7,7.1,7.9
101,282,1.0,100.0,7.0,9.0,7.0,9.0,10.0,25.0,15.0,20.0,20.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,2.0,21.0,-0.44,23.0,26.0,20.0,20.0,20.0,10.0,20.0,10.0,10.0,30.0,30.0,5.0,20.0,5.0,50.0,30.0,5.0,5.0,5.0,5.0,8.0,7.0,10.0,9.0,8.0
102,283,1.0,0.0,9.0,9.0,9.0,9.0,9.0,50.0,10.0,10.0,10.0,10.0,10.0,4.285714285714286,7.0,6.714285714285714,5.0,6.0,4.714285714285714,5.428571428571429,2.0,21.0,-0.09,27.0,26.428571428571427,18.095714285714287,22.52428571428572,16.38142857142857,16.095714285714287,11.952857142857145,14.952857142857145,27.571428571428573,15.0,15.142857142857142,17.428571428571427,12.571428571428571,13.714285714285714,31.857142857142858,16.142857142857142,14.428571428571429,16.857142857142858,10.571428571428571,13.0,6.142857142857143,7.285714285714286,7.857142857142857,6.714285714285714,7.142857142857143
